severity,pearson_r,pearson_p,spearman_rho,spearman_p,n
0.1,0.2933804264305815,4.0042765402072774e-15,0.30271389281188577,4.783433854678165e-16,688
0.3,0.23890949677693463,2.1915302011006584e-10,0.20453862859228966,6.212792351667036e-08,688
0.6,0.15790725299631292,3.175985286254204e-05,0.14724977910517145,0.0001059906517502724,688
